# _root_ In a strongly worded response summarizing a filing made in the same court yesterday , GE asserted that `` prosecutors have misstated the testimony of witnesses , distorted documents and ignored important facts . ''
#goldHeads=17,5,4,5,1,5,8,6,8,9,13,13,10,9,17,17,0,21,21,21,17,30,24,22,24,25,30,30,28,21,30,33,31,17,17,
#predictedHeads=17,5,4,5,1,5,8,6,8,9,13,13,10,17,17,17,0,21,21,21,17,21,24,22,24,25,22,30,28,22,30,33,31,17,17,
(30,28),(30,12),(30,6),-0.191065 # DEPENDENCYPART_TRISIBL
(30,28),(30,12),(30,5),-0.0480835 # DEPENDENCYPART_TRISIBL
(30,28),(30,12),(30,4),-0.191065 # DEPENDENCYPART_TRISIBL
(30,28),(30,12),(30,3),-0.0741698 # DEPENDENCYPART_TRISIBL
(30,28),(30,12),(30,1),-0.0536574 # DEPENDENCYPART_TRISIBL
(30,28),(30,12),(30,-1),-0.0858507 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,28),(30,11),(30,10),0.0146718 # DEPENDENCYPART_TRISIBL
(30,28),(30,11),(30,9),-0.196904 # DEPENDENCYPART_TRISIBL
(30,28),(30,11),(30,8),-0.0560908 # DEPENDENCYPART_TRISIBL
(30,28),(30,11),(30,6),-0.193179 # DEPENDENCYPART_TRISIBL
(30,28),(30,11),(30,5),-0.0544119 # DEPENDENCYPART_TRISIBL
(30,28),(30,11),(30,4),-0.193179 # DEPENDENCYPART_TRISIBL
(30,28),(30,11),(30,3),-0.0694734 # DEPENDENCYPART_TRISIBL
(30,28),(30,11),(30,1),0.0146718 # DEPENDENCYPART_TRISIBL
(30,28),(30,11),(30,-1),-0.0193392 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,28),(30,10),(30,9),-0.217887 # DEPENDENCYPART_TRISIBL
(30,28),(30,10),(30,8),0.0144445 # DEPENDENCYPART_TRISIBL
(30,28),(30,10),(30,6),-0.213624 # DEPENDENCYPART_TRISIBL
(30,28),(30,10),(30,5),0.0161445 # DEPENDENCYPART_TRISIBL
(30,28),(30,10),(30,4),-0.213624 # DEPENDENCYPART_TRISIBL
(30,28),(30,10),(30,3),-0.0342917 # DEPENDENCYPART_TRISIBL
(30,28),(30,10),(30,1),-0.0597504 # DEPENDENCYPART_TRISIBL
(30,28),(30,10),(30,-1),-0.0453782 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,28),(30,9),(30,8),-0.0908688 # DEPENDENCYPART_TRISIBL
(30,28),(30,9),(30,6),-0.23518 # DEPENDENCYPART_TRISIBL
(30,28),(30,9),(30,5),-0.0891931 # DEPENDENCYPART_TRISIBL
(30,28),(30,9),(30,4),-0.23518 # DEPENDENCYPART_TRISIBL
(30,28),(30,9),(30,3),-0.107171 # DEPENDENCYPART_TRISIBL
(30,28),(30,9),(30,1),-0.0665745 # DEPENDENCYPART_TRISIBL
(30,28),(30,9),(30,-1),-0.151814 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,28),(30,8),(30,6),-0.231273 # DEPENDENCYPART_TRISIBL
(30,28),(30,8),(30,5),-0.0589252 # DEPENDENCYPART_TRISIBL
(30,28),(30,8),(30,4),-0.231273 # DEPENDENCYPART_TRISIBL
(30,28),(30,8),(30,3),-0.101155 # DEPENDENCYPART_TRISIBL
(30,28),(30,8),(30,1),0.0717701 # DEPENDENCYPART_TRISIBL
(30,28),(30,8),(30,-1),-0.0626696 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,28),(30,6),(30,5),-0.0891861 # DEPENDENCYPART_TRISIBL
(30,28),(30,6),(30,4),-0.235133 # DEPENDENCYPART_TRISIBL
(30,28),(30,6),(30,3),-0.106855 # DEPENDENCYPART_TRISIBL
(30,28),(30,6),(30,1),-0.0665434 # DEPENDENCYPART_TRISIBL
(30,28),(30,6),(30,-1),-0.15135 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,28),(30,5),(30,4),-0.231273 # DEPENDENCYPART_TRISIBL
(30,28),(30,5),(30,3),-0.101155 # DEPENDENCYPART_TRISIBL
(30,28),(30,5),(30,1),0.0717704 # DEPENDENCYPART_TRISIBL
(30,28),(30,5),(30,-1),-0.0620032 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,28),(30,4),(30,3),-0.106855 # DEPENDENCYPART_TRISIBL
(30,28),(30,4),(30,1),-0.0665434 # DEPENDENCYPART_TRISIBL
(30,28),(30,4),(30,-1),-0.15135 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,28),(30,3),(30,1),-0.0776693 # DEPENDENCYPART_TRISIBL
(30,28),(30,3),(30,-1),-0.119241 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,28),(30,1),(30,-1),-0.0453782 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,27),(30,26),(30,25),-0.157027 # DEPENDENCYPART_TRISIBL
(30,27),(30,26),(30,24),-0.0271091 # DEPENDENCYPART_TRISIBL
(30,27),(30,26),(30,23),0.00718659 # DEPENDENCYPART_TRISIBL
(30,27),(30,26),(30,22),-0.12982 # DEPENDENCYPART_TRISIBL
(30,27),(30,26),(30,21),-0.135891 # DEPENDENCYPART_TRISIBL
(30,27),(30,26),(30,20),-0.0271091 # DEPENDENCYPART_TRISIBL
(30,27),(30,26),(30,19),0.016961 # DEPENDENCYPART_TRISIBL
(30,27),(30,26),(30,18),-0.0755591 # DEPENDENCYPART_TRISIBL
(30,27),(30,26),(30,17),-0.12982 # DEPENDENCYPART_TRISIBL
(30,27),(30,26),(30,16),-0.0271417 # DEPENDENCYPART_TRISIBL
(30,27),(30,26),(30,15),0.0963802 # DEPENDENCYPART_TRISIBL
(30,27),(30,26),(30,14),-0.0284856 # DEPENDENCYPART_TRISIBL
(30,27),(30,26),(30,13),-0.0295972 # DEPENDENCYPART_TRISIBL
(30,27),(30,26),(30,12),0.0667226 # DEPENDENCYPART_TRISIBL
(30,27),(30,26),(30,11),0.00718659 # DEPENDENCYPART_TRISIBL
(30,27),(30,26),(30,10),-0.132389 # DEPENDENCYPART_TRISIBL
(30,27),(30,26),(30,9),-0.130225 # DEPENDENCYPART_TRISIBL
(30,27),(30,26),(30,8),-0.0271151 # DEPENDENCYPART_TRISIBL
(30,27),(30,26),(30,6),-0.12982 # DEPENDENCYPART_TRISIBL
(30,27),(30,26),(30,5),-0.0272335 # DEPENDENCYPART_TRISIBL
(30,27),(30,26),(30,4),-0.12982 # DEPENDENCYPART_TRISIBL
(30,27),(30,26),(30,3),-0.0242883 # DEPENDENCYPART_TRISIBL
(30,27),(30,26),(30,1),-0.132389 # DEPENDENCYPART_TRISIBL
(30,27),(30,26),(30,-1),-0.028768 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,27),(30,25),(30,24),-0.0552276 # DEPENDENCYPART_TRISIBL
(30,27),(30,25),(30,23),-0.0193899 # DEPENDENCYPART_TRISIBL
(30,27),(30,25),(30,22),-0.157464 # DEPENDENCYPART_TRISIBL
(30,27),(30,25),(30,21),-0.163217 # DEPENDENCYPART_TRISIBL
(30,27),(30,25),(30,20),-0.0552276 # DEPENDENCYPART_TRISIBL
(30,27),(30,25),(30,19),0.0578297 # DEPENDENCYPART_TRISIBL
(30,27),(30,25),(30,18),0.174584 # DEPENDENCYPART_TRISIBL
(30,27),(30,25),(30,17),-0.157464 # DEPENDENCYPART_TRISIBL
(30,27),(30,25),(30,16),-0.0552529 # DEPENDENCYPART_TRISIBL
(30,27),(30,25),(30,15),0.205966 # DEPENDENCYPART_TRISIBL
(30,27),(30,25),(30,14),-0.0567011 # DEPENDENCYPART_TRISIBL
(30,27),(30,25),(30,13),-0.0565239 # DEPENDENCYPART_TRISIBL
(30,27),(30,25),(30,12),-0.0397808 # DEPENDENCYPART_TRISIBL
(30,27),(30,25),(30,11),-0.0193899 # DEPENDENCYPART_TRISIBL
(30,27),(30,25),(30,10),0.00475232 # DEPENDENCYPART_TRISIBL
(30,27),(30,25),(30,9),-0.157869 # DEPENDENCYPART_TRISIBL
(30,27),(30,25),(30,8),-0.0552337 # DEPENDENCYPART_TRISIBL
(30,27),(30,25),(30,6),-0.157464 # DEPENDENCYPART_TRISIBL
(30,27),(30,25),(30,5),-0.0553924 # DEPENDENCYPART_TRISIBL
(30,27),(30,25),(30,4),-0.157464 # DEPENDENCYPART_TRISIBL
(30,27),(30,25),(30,3),-0.0154072 # DEPENDENCYPART_TRISIBL
(30,27),(30,25),(30,1),0.00475232 # DEPENDENCYPART_TRISIBL
(30,27),(30,25),(30,-1),-0.0337545 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,27),(30,24),(30,23),0.00718659 # DEPENDENCYPART_TRISIBL
(30,27),(30,24),(30,22),-0.12982 # DEPENDENCYPART_TRISIBL
(30,27),(30,24),(30,21),-0.135891 # DEPENDENCYPART_TRISIBL
(30,27),(30,24),(30,20),-0.0271091 # DEPENDENCYPART_TRISIBL
(30,27),(30,24),(30,19),0.016961 # DEPENDENCYPART_TRISIBL
(30,27),(30,24),(30,18),-0.0754756 # DEPENDENCYPART_TRISIBL
(30,27),(30,24),(30,17),-0.12982 # DEPENDENCYPART_TRISIBL
(30,27),(30,24),(30,16),-0.0271417 # DEPENDENCYPART_TRISIBL
(30,27),(30,24),(30,15),0.0963802 # DEPENDENCYPART_TRISIBL
(30,27),(30,24),(30,14),-0.0284856 # DEPENDENCYPART_TRISIBL
(30,27),(30,24),(30,13),-0.0295972 # DEPENDENCYPART_TRISIBL
(30,27),(30,24),(30,12),0.0667218 # DEPENDENCYPART_TRISIBL
(30,27),(30,24),(30,11),0.00718659 # DEPENDENCYPART_TRISIBL
(30,27),(30,24),(30,10),-0.132306 # DEPENDENCYPART_TRISIBL
(30,27),(30,24),(30,9),-0.130225 # DEPENDENCYPART_TRISIBL
(30,27),(30,24),(30,8),-0.0271151 # DEPENDENCYPART_TRISIBL
(30,27),(30,24),(30,6),-0.12982 # DEPENDENCYPART_TRISIBL
(30,27),(30,24),(30,5),-0.0272335 # DEPENDENCYPART_TRISIBL
(30,27),(30,24),(30,4),-0.12982 # DEPENDENCYPART_TRISIBL
(30,27),(30,24),(30,3),-0.0242883 # DEPENDENCYPART_TRISIBL
(30,27),(30,24),(30,1),-0.132306 # DEPENDENCYPART_TRISIBL
(30,27),(30,24),(30,-1),-0.028814 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,27),(30,23),(30,22),-0.152965 # DEPENDENCYPART_TRISIBL
(30,27),(30,23),(30,21),-0.158718 # DEPENDENCYPART_TRISIBL
(30,27),(30,23),(30,20),-0.0695485 # DEPENDENCYPART_TRISIBL
(30,27),(30,23),(30,19),0.0262208 # DEPENDENCYPART_TRISIBL
(30,27),(30,23),(30,18),0.0238387 # DEPENDENCYPART_TRISIBL
(30,27),(30,23),(30,17),-0.152965 # DEPENDENCYPART_TRISIBL
(30,27),(30,23),(30,16),-0.0695738 # DEPENDENCYPART_TRISIBL
(30,27),(30,23),(30,15),0.0564012 # DEPENDENCYPART_TRISIBL
(30,27),(30,23),(30,14),-0.0708493 # DEPENDENCYPART_TRISIBL
(30,27),(30,23),(30,13),-0.0708448 # DEPENDENCYPART_TRISIBL
(30,27),(30,23),(30,12),-0.0353733 # DEPENDENCYPART_TRISIBL
(30,27),(30,23),(30,11),-0.0147198 # DEPENDENCYPART_TRISIBL
(30,27),(30,23),(30,10),-0.100313 # DEPENDENCYPART_TRISIBL
(30,27),(30,23),(30,9),-0.153371 # DEPENDENCYPART_TRISIBL
(30,27),(30,23),(30,8),-0.0695545 # DEPENDENCYPART_TRISIBL
(30,27),(30,23),(30,6),-0.152965 # DEPENDENCYPART_TRISIBL
(30,27),(30,23),(30,5),-0.0696449 # DEPENDENCYPART_TRISIBL
(30,27),(30,23),(30,4),-0.152965 # DEPENDENCYPART_TRISIBL
(30,27),(30,23),(30,3),-0.0347148 # DEPENDENCYPART_TRISIBL
(30,27),(30,23),(30,1),-0.100313 # DEPENDENCYPART_TRISIBL
(30,27),(30,23),(30,-1),-0.158672 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,27),(30,22),(30,21),-0.208065 # DEPENDENCYPART_TRISIBL
(30,27),(30,22),(30,20),0.012662 # DEPENDENCYPART_TRISIBL
(30,27),(30,22),(30,19),0.121956 # DEPENDENCYPART_TRISIBL
(30,27),(30,22),(30,18),0.0817792 # DEPENDENCYPART_TRISIBL
(30,27),(30,22),(30,17),-0.201601 # DEPENDENCYPART_TRISIBL
(30,27),(30,22),(30,16),0.0126314 # DEPENDENCYPART_TRISIBL
(30,27),(30,22),(30,15),0.0908111 # DEPENDENCYPART_TRISIBL
(30,27),(30,22),(30,14),0.0111573 # DEPENDENCYPART_TRISIBL
(30,27),(30,22),(30,13),0.0113647 # DEPENDENCYPART_TRISIBL
(30,27),(30,22),(30,12),-0.0605031 # DEPENDENCYPART_TRISIBL
(30,27),(30,22),(30,11),-0.00739471 # DEPENDENCYPART_TRISIBL
(30,27),(30,22),(30,10),-0.111652 # DEPENDENCYPART_TRISIBL
(30,27),(30,22),(30,9),-0.202209 # DEPENDENCYPART_TRISIBL
(30,27),(30,22),(30,8),0.012656 # DEPENDENCYPART_TRISIBL
(30,27),(30,22),(30,6),-0.201601 # DEPENDENCYPART_TRISIBL
(30,27),(30,22),(30,5),0.0125657 # DEPENDENCYPART_TRISIBL
(30,27),(30,22),(30,4),-0.201601 # DEPENDENCYPART_TRISIBL
(30,27),(30,22),(30,3),0.00283585 # DEPENDENCYPART_TRISIBL
(30,27),(30,22),(30,1),-0.111652 # DEPENDENCYPART_TRISIBL
(30,27),(30,22),(30,-1),-0.0289975 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,27),(30,21),(30,20),0.0151547 # DEPENDENCYPART_TRISIBL
(30,27),(30,21),(30,19),0.121831 # DEPENDENCYPART_TRISIBL
(30,27),(30,21),(30,18),0.0844243 # DEPENDENCYPART_TRISIBL
(30,27),(30,21),(30,17),-0.202626 # DEPENDENCYPART_TRISIBL
(30,27),(30,21),(30,16),0.015124 # DEPENDENCYPART_TRISIBL
(30,27),(30,21),(30,15),0.0915103 # DEPENDENCYPART_TRISIBL
(30,27),(30,21),(30,14),0.0136499 # DEPENDENCYPART_TRISIBL
(30,27),(30,21),(30,13),0.0138573 # DEPENDENCYPART_TRISIBL
(30,27),(30,21),(30,12),-0.0605031 # DEPENDENCYPART_TRISIBL
(30,27),(30,21),(30,11),-0.00747216 # DEPENDENCYPART_TRISIBL
(30,27),(30,21),(30,10),-0.109007 # DEPENDENCYPART_TRISIBL
(30,27),(30,21),(30,9),-0.203235 # DEPENDENCYPART_TRISIBL
(30,27),(30,21),(30,8),0.0151487 # DEPENDENCYPART_TRISIBL
(30,27),(30,21),(30,6),-0.202626 # DEPENDENCYPART_TRISIBL
(30,27),(30,21),(30,5),0.0150583 # DEPENDENCYPART_TRISIBL
(30,27),(30,21),(30,4),-0.202626 # DEPENDENCYPART_TRISIBL
(30,27),(30,21),(30,3),-0.00497062 # DEPENDENCYPART_TRISIBL
(30,27),(30,21),(30,1),-0.109007 # DEPENDENCYPART_TRISIBL
(30,27),(30,21),(30,-1),-0.0194283 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,27),(30,20),(30,19),0.016961 # DEPENDENCYPART_TRISIBL
(30,27),(30,20),(30,18),-0.0754733 # DEPENDENCYPART_TRISIBL
(30,27),(30,20),(30,17),-0.12982 # DEPENDENCYPART_TRISIBL
(30,27),(30,20),(30,16),-0.0271417 # DEPENDENCYPART_TRISIBL
(30,27),(30,20),(30,15),0.0963802 # DEPENDENCYPART_TRISIBL
(30,27),(30,20),(30,14),-0.0284856 # DEPENDENCYPART_TRISIBL
(30,27),(30,20),(30,13),-0.0295972 # DEPENDENCYPART_TRISIBL
(30,27),(30,20),(30,12),0.0667226 # DEPENDENCYPART_TRISIBL
(30,27),(30,20),(30,11),0.00718659 # DEPENDENCYPART_TRISIBL
(30,27),(30,20),(30,10),-0.132304 # DEPENDENCYPART_TRISIBL
(30,27),(30,20),(30,9),-0.130225 # DEPENDENCYPART_TRISIBL
(30,27),(30,20),(30,8),-0.0271151 # DEPENDENCYPART_TRISIBL
(30,27),(30,20),(30,6),-0.12982 # DEPENDENCYPART_TRISIBL
(30,27),(30,20),(30,5),-0.0272335 # DEPENDENCYPART_TRISIBL
(30,27),(30,20),(30,4),-0.12982 # DEPENDENCYPART_TRISIBL
(30,27),(30,20),(30,3),-0.0242883 # DEPENDENCYPART_TRISIBL
(30,27),(30,20),(30,1),-0.132304 # DEPENDENCYPART_TRISIBL
(30,27),(30,20),(30,-1),-0.0282963 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,27),(30,19),(30,18),0.0253468 # DEPENDENCYPART_TRISIBL
(30,27),(30,19),(30,17),-0.152144 # DEPENDENCYPART_TRISIBL
(30,27),(30,19),(30,16),-0.0720995 # DEPENDENCYPART_TRISIBL
(30,27),(30,19),(30,15),0.0434386 # DEPENDENCYPART_TRISIBL
(30,27),(30,19),(30,14),-0.073375 # DEPENDENCYPART_TRISIBL
(30,27),(30,19),(30,13),-0.0733705 # DEPENDENCYPART_TRISIBL
(30,27),(30,19),(30,12),-0.0353728 # DEPENDENCYPART_TRISIBL
(30,27),(30,19),(30,11),-0.0148039 # DEPENDENCYPART_TRISIBL
(30,27),(30,19),(30,10),-0.0998368 # DEPENDENCYPART_TRISIBL
(30,27),(30,19),(30,9),-0.15255 # DEPENDENCYPART_TRISIBL
(30,27),(30,19),(30,8),-0.0720803 # DEPENDENCYPART_TRISIBL
(30,27),(30,19),(30,6),-0.152144 # DEPENDENCYPART_TRISIBL
(30,27),(30,19),(30,5),-0.0721706 # DEPENDENCYPART_TRISIBL
(30,27),(30,19),(30,4),-0.152144 # DEPENDENCYPART_TRISIBL
(30,27),(30,19),(30,3),-0.0335558 # DEPENDENCYPART_TRISIBL
(30,27),(30,19),(30,1),-0.0998368 # DEPENDENCYPART_TRISIBL
(30,27),(30,19),(30,-1),-0.0220885 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,27),(30,18),(30,17),-0.15817 # DEPENDENCYPART_TRISIBL
(30,27),(30,18),(30,16),-0.0558456 # DEPENDENCYPART_TRISIBL
(30,27),(30,18),(30,15),0.194012 # DEPENDENCYPART_TRISIBL
(30,27),(30,18),(30,14),-0.0572938 # DEPENDENCYPART_TRISIBL
(30,27),(30,18),(30,13),-0.0571166 # DEPENDENCYPART_TRISIBL
(30,27),(30,18),(30,12),-0.0396085 # DEPENDENCYPART_TRISIBL
(30,27),(30,18),(30,11),-0.0180799 # DEPENDENCYPART_TRISIBL
(30,27),(30,18),(30,10),0.00116407 # DEPENDENCYPART_TRISIBL
(30,27),(30,18),(30,9),-0.158576 # DEPENDENCYPART_TRISIBL
(30,27),(30,18),(30,8),-0.0558263 # DEPENDENCYPART_TRISIBL
(30,27),(30,18),(30,6),-0.15817 # DEPENDENCYPART_TRISIBL
(30,27),(30,18),(30,5),-0.0559851 # DEPENDENCYPART_TRISIBL
(30,27),(30,18),(30,4),-0.15817 # DEPENDENCYPART_TRISIBL
(30,27),(30,18),(30,3),-0.0109459 # DEPENDENCYPART_TRISIBL
(30,27),(30,18),(30,1),0.00116407 # DEPENDENCYPART_TRISIBL
(30,27),(30,18),(30,-1),-0.0339961 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,27),(30,17),(30,16),0.0126314 # DEPENDENCYPART_TRISIBL
(30,27),(30,17),(30,15),0.0908111 # DEPENDENCYPART_TRISIBL
(30,27),(30,17),(30,14),0.0111573 # DEPENDENCYPART_TRISIBL
(30,27),(30,17),(30,13),0.0113647 # DEPENDENCYPART_TRISIBL
(30,27),(30,17),(30,12),-0.0605031 # DEPENDENCYPART_TRISIBL
(30,27),(30,17),(30,11),-0.00739471 # DEPENDENCYPART_TRISIBL
(30,27),(30,17),(30,10),-0.111652 # DEPENDENCYPART_TRISIBL
(30,27),(30,17),(30,9),-0.202209 # DEPENDENCYPART_TRISIBL
(30,27),(30,17),(30,8),0.012656 # DEPENDENCYPART_TRISIBL
(30,27),(30,17),(30,6),-0.201601 # DEPENDENCYPART_TRISIBL
(30,27),(30,17),(30,5),0.0125657 # DEPENDENCYPART_TRISIBL
(30,27),(30,17),(30,4),-0.201601 # DEPENDENCYPART_TRISIBL
(30,27),(30,17),(30,3),0.00283585 # DEPENDENCYPART_TRISIBL
(30,27),(30,17),(30,1),-0.111652 # DEPENDENCYPART_TRISIBL
(30,27),(30,17),(30,-1),-0.0299137 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,27),(30,16),(30,15),0.0963802 # DEPENDENCYPART_TRISIBL
(30,27),(30,16),(30,14),-0.0284856 # DEPENDENCYPART_TRISIBL
(30,27),(30,16),(30,13),-0.0295972 # DEPENDENCYPART_TRISIBL
(30,27),(30,16),(30,12),0.0667226 # DEPENDENCYPART_TRISIBL
(30,27),(30,16),(30,11),0.00718659 # DEPENDENCYPART_TRISIBL
(30,27),(30,16),(30,10),-0.132309 # DEPENDENCYPART_TRISIBL
(30,27),(30,16),(30,9),-0.130226 # DEPENDENCYPART_TRISIBL
(30,27),(30,16),(30,8),-0.0271151 # DEPENDENCYPART_TRISIBL
(30,27),(30,16),(30,6),-0.12982 # DEPENDENCYPART_TRISIBL
(30,27),(30,16),(30,5),-0.0272335 # DEPENDENCYPART_TRISIBL
(30,27),(30,16),(30,4),-0.12982 # DEPENDENCYPART_TRISIBL
(30,27),(30,16),(30,3),-0.0242883 # DEPENDENCYPART_TRISIBL
(30,27),(30,16),(30,1),-0.132309 # DEPENDENCYPART_TRISIBL
(30,27),(30,16),(30,-1),-0.0291801 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,27),(30,15),(30,14),-0.103433 # DEPENDENCYPART_TRISIBL
(30,27),(30,15),(30,13),-0.103428 # DEPENDENCYPART_TRISIBL
(30,27),(30,15),(30,12),-0.0424989 # DEPENDENCYPART_TRISIBL
(30,27),(30,15),(30,11),-0.0144717 # DEPENDENCYPART_TRISIBL
(30,27),(30,15),(30,10),-0.123186 # DEPENDENCYPART_TRISIBL
(30,27),(30,15),(30,9),-0.132588 # DEPENDENCYPART_TRISIBL
(30,27),(30,15),(30,8),-0.102138 # DEPENDENCYPART_TRISIBL
(30,27),(30,15),(30,6),-0.132182 # DEPENDENCYPART_TRISIBL
(30,27),(30,15),(30,5),-0.102228 # DEPENDENCYPART_TRISIBL
(30,27),(30,15),(30,4),-0.132182 # DEPENDENCYPART_TRISIBL
(30,27),(30,15),(30,3),-0.0377887 # DEPENDENCYPART_TRISIBL
(30,27),(30,15),(30,1),-0.123186 # DEPENDENCYPART_TRISIBL
(30,27),(30,15),(30,-1),-0.136781 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,27),(30,14),(30,13),-0.0307404 # DEPENDENCYPART_TRISIBL
(30,27),(30,14),(30,12),0.0666969 # DEPENDENCYPART_TRISIBL
(30,27),(30,14),(30,11),0.00717531 # DEPENDENCYPART_TRISIBL
(30,27),(30,14),(30,10),-0.104476 # DEPENDENCYPART_TRISIBL
(30,27),(30,14),(30,9),-0.13057 # DEPENDENCYPART_TRISIBL
(30,27),(30,14),(30,8),-0.0282584 # DEPENDENCYPART_TRISIBL
(30,27),(30,14),(30,6),-0.130165 # DEPENDENCYPART_TRISIBL
(30,27),(30,14),(30,5),-0.0283767 # DEPENDENCYPART_TRISIBL
(30,27),(30,14),(30,4),-0.130165 # DEPENDENCYPART_TRISIBL
(30,27),(30,14),(30,3),-0.0242883 # DEPENDENCYPART_TRISIBL
(30,27),(30,14),(30,1),-0.104476 # DEPENDENCYPART_TRISIBL
(30,27),(30,14),(30,-1),-0.0365382 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,27),(30,13),(30,12),0.0667221 # DEPENDENCYPART_TRISIBL
(30,27),(30,13),(30,11),0.00692273 # DEPENDENCYPART_TRISIBL
(30,27),(30,13),(30,10),-0.132582 # DEPENDENCYPART_TRISIBL
(30,27),(30,13),(30,9),-0.130225 # DEPENDENCYPART_TRISIBL
(30,27),(30,13),(30,8),-0.0271152 # DEPENDENCYPART_TRISIBL
(30,27),(30,13),(30,6),-0.12982 # DEPENDENCYPART_TRISIBL
(30,27),(30,13),(30,5),-0.0272336 # DEPENDENCYPART_TRISIBL
(30,27),(30,13),(30,4),-0.12982 # DEPENDENCYPART_TRISIBL
(30,27),(30,13),(30,3),-0.0242883 # DEPENDENCYPART_TRISIBL
(30,27),(30,13),(30,1),-0.132582 # DEPENDENCYPART_TRISIBL
(30,27),(30,13),(30,-1),-0.0231253 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,27),(30,12),(30,11),-0.0148139 # DEPENDENCYPART_TRISIBL
(30,27),(30,12),(30,10),-0.0451074 # DEPENDENCYPART_TRISIBL
(30,27),(30,12),(30,9),-0.162667 # DEPENDENCYPART_TRISIBL
(30,27),(30,12),(30,8),-0.0707422 # DEPENDENCYPART_TRISIBL
(30,27),(30,12),(30,6),-0.162262 # DEPENDENCYPART_TRISIBL
(30,27),(30,12),(30,5),-0.0708326 # DEPENDENCYPART_TRISIBL
(30,27),(30,12),(30,4),-0.162262 # DEPENDENCYPART_TRISIBL
(30,27),(30,12),(30,3),0.0423527 # DEPENDENCYPART_TRISIBL
(30,27),(30,12),(30,1),-0.0451074 # DEPENDENCYPART_TRISIBL
(30,27),(30,12),(30,-1),0.0647419 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,27),(30,11),(30,10),-0.100313 # DEPENDENCYPART_TRISIBL
(30,27),(30,11),(30,9),-0.153371 # DEPENDENCYPART_TRISIBL
(30,27),(30,11),(30,8),-0.0695545 # DEPENDENCYPART_TRISIBL
(30,27),(30,11),(30,6),-0.152965 # DEPENDENCYPART_TRISIBL
(30,27),(30,11),(30,5),-0.0696449 # DEPENDENCYPART_TRISIBL
(30,27),(30,11),(30,4),-0.152965 # DEPENDENCYPART_TRISIBL
(30,27),(30,11),(30,3),-0.0347148 # DEPENDENCYPART_TRISIBL
(30,27),(30,11),(30,1),-0.100313 # DEPENDENCYPART_TRISIBL
(30,27),(30,11),(30,-1),-0.158672 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,27),(30,10),(30,9),-0.156608 # DEPENDENCYPART_TRISIBL
(30,27),(30,10),(30,8),-0.0538147 # DEPENDENCYPART_TRISIBL
(30,27),(30,10),(30,6),-0.156203 # DEPENDENCYPART_TRISIBL
(30,27),(30,10),(30,5),-0.0539734 # DEPENDENCYPART_TRISIBL
(30,27),(30,10),(30,4),-0.156203 # DEPENDENCYPART_TRISIBL
(30,27),(30,10),(30,3),-0.00322435 # DEPENDENCYPART_TRISIBL
(30,27),(30,10),(30,1),0.00838843 # DEPENDENCYPART_TRISIBL
(30,27),(30,10),(30,-1),-0.0273746 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,27),(30,9),(30,8),0.0112584 # DEPENDENCYPART_TRISIBL
(30,27),(30,9),(30,6),-0.202215 # DEPENDENCYPART_TRISIBL
(30,27),(30,9),(30,5),0.011168 # DEPENDENCYPART_TRISIBL
(30,27),(30,9),(30,4),-0.202215 # DEPENDENCYPART_TRISIBL
(30,27),(30,9),(30,3),-0.000259886 # DEPENDENCYPART_TRISIBL
(30,27),(30,9),(30,1),-0.108232 # DEPENDENCYPART_TRISIBL
(30,27),(30,9),(30,-1),-0.0252339 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,27),(30,8),(30,6),-0.12982 # DEPENDENCYPART_TRISIBL
(30,27),(30,8),(30,5),-0.0272335 # DEPENDENCYPART_TRISIBL
(30,27),(30,8),(30,4),-0.12982 # DEPENDENCYPART_TRISIBL
(30,27),(30,8),(30,3),-0.0242883 # DEPENDENCYPART_TRISIBL
